"Timestamp","Vilken åldersgrupp tillhör du?","Är du prenumerant hos DN?","Hur troligt är det att du tecknar paketet?","","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?"
"2021/03/22 2:21:56 pm CET","30-39 år","Ja (enbart digitalt)","1","Dyrt","1","1","1","1","3","1","1"
"2021/03/22 2:22:28 pm CET","Över 65 år","Ja (papperstidning)","5","Ålder","1","1","1","1","1","1","1"
"2021/03/22 2:23:19 pm CET","40-65 år","Ja (enbart digitalt)","2","För dyrt i förhållande till behov","2","5","2","3","4","5","2"
"2021/03/22 2:24:23 pm CET","40-65 år","Ja (papperstidning)","1","För dyrt om man inte får pappersex också","1","4","1","2","4","4","1"
"2021/03/22 2:26:26 pm CET","40-65 år","Ja (enbart digitalt)","1","Hinner inte ta del av allt material","3","4","1","1","5","5","2"
"2021/03/22 2:26:37 pm CET","Över 65 år","Ja (enbart digitalt)","3","Lite dyrt för mig, behöver inget extra konto. Annars bra att slippa annonser ","4","5","3","3","3","3","3"
"2021/03/22 2:28:30 pm CET","40-65 år","Ja (enbart digitalt)","1","Hög månadskostnad","1","4","1","1","3","3","1"
"2021/03/22 2:29:40 pm CET","Över 65 år","Ja (enbart digitalt)","2","Ibland kan det vara kul att läsa annonser men framförallt är annonser en intäktskällor för DN för att hålla nere priset  för oss konsumenter","4","4","5","2","1","1","1"
"2021/03/22 2:29:45 pm CET","Över 65 år","Ja (enbart digitalt)","1","Det räcker med min nuvarande digitala abonnemang.","1","3","1","1","1","1","1"
"2021/03/22 2:30:28 pm CET","40-65 år","Ja (enbart digitalt)","2","Jag är inte så nöjd med nyhetsflödet på DN.se, algoritmerna fungerar inte alls för mig, samma nyheter ligger kvar länge, gamla kommer tillbaka osv. Vidare framstår 349 kr som dyrt för en digital prenumeration.","2","4","2","3","3","4","3"
"2021/03/22 2:32:41 pm CET","40-65 år","Nej, men har varit förut","4","Vill slippa annonser,läsa alla ariklar.Dock är kostnaden för hög för mina ekonomiska resurser just nu.","3","4","3","3","4","4","3"
"2021/03/22 2:32:55 pm CET","40-65 år","Ja (enbart digitalt)","1","För dyrt","1","4","1","1","3","2","1"
"2021/03/22 2:33:13 pm CET","40-65 år","Ja (papperstidning)","3","endast 1 extrakonto","4","2","2","4","2","2","4"
"2021/03/22 2:34:57 pm CET","30-39 år","Ja (enbart digitalt)","4","Digital prenumeration utan annonser vore superbra! Kan absolut tänka mig att betala extra för att slippa annonserna. Priset är dock aningen i överkant, därför blir det bara 4 av 5.","3","3","1","3","5","2","3"
"2021/03/22 2:35:32 pm CET","30-39 år","Ja (enbart digitalt)","1","Priset ","1","5","1","1","5","4","1"
"2021/03/22 2:37:04 pm CET","Över 65 år","Ja (papperstidning)","1","för dyrt","2","2","2","2","2","2","2"
"2021/03/22 2:37:48 pm CET","Över 65 år","Ja (enbart digitalt)","1","Priset!","1","4","1","1","4","4","1"
"2021/03/22 2:37:48 pm CET","Över 65 år","Ja (papperstidning)","5","Ökad tillgänglighet, snabbare rapportering","3","4","3","4","3","2","3"
"2021/03/22 2:38:07 pm CET","Över 65 år","Ja (enbart digitalt)","1","För dyrt","3","3","5","3","5","5","1"
"2021/03/22 2:38:35 pm CET","Över 65 år","Ja (enbart digitalt)","4","","3","5","1","3","1","1","3"
"2021/03/22 2:41:32 pm CET","Över 65 år","Ja (enbart digitalt)","1","För dyrt!","3","5","1","4","1","1","1"
"2021/03/22 2:42:06 pm CET","Över 65 år","Nej, men har varit förut","1","Dyrt","1","5","1","2","3","4","2"
"2021/03/22 2:43:43 pm CET","40-65 år","Ja (enbart digitalt)","1","","1","2","1","1","2","2","1"
"2021/03/22 2:44:06 pm CET","40-65 år","Ja (enbart digitalt)","5","","3","2","3","4","4","3","1"
"2021/03/22 2:44:50 pm CET","30-39 år","Ja (papperstidning)","1","Saknar papper. ","1","2","1","1","1","1","1"
"2021/03/22 2:44:59 pm CET","30-39 år","Ja (enbart digitalt)","2","Priset skiljer sig alltför mycket mot vad jag betalar idag","2","5","2","2","3","2","2"
"2021/03/22 2:45:01 pm CET","40-65 år","Ja (enbart digitalt)","3","","3","4","3","3","4","4","4"
"2021/03/22 2:45:15 pm CET","40-65 år","Ja (enbart digitalt)","5","","5","5","5","5","5","5","5"
"2021/03/22 2:45:57 pm CET","30-39 år","Ja (enbart digitalt)","2","annonser stör mig ej","2","4","2","2","4","4","2"
"2021/03/22 2:46:16 pm CET","40-65 år","Ja (papperstidning)","2","Fortfarande inte helt bekväm med helt digitalt. Svårare att orientera sig bland artiklarna.","2","4","3","1","1","3","1"
"2021/03/22 2:46:30 pm CET","40-65 år","Ja (enbart digitalt)","4","vill inte ha annonser","5","5","4","3","5","4","3"
"2021/03/22 2:47:09 pm CET","40-65 år","Ja (papperstidning)","3","","2","4","3","3","2","3","2"
"2021/03/22 2:47:31 pm CET","40-65 år","Ja (enbart digitalt)","1","Räcker med den variant jag har idag","1","5","1","5","5","5","1"
"2021/03/22 2:49:50 pm CET","Över 65 år","Ja (enbart digitalt)","1","Passar inte min pensionärsbudget","1","2","1","1","4","5","1"
"2021/03/22 2:53:29 pm CET","40-65 år","Ja (enbart digitalt)","2","Jag är inte så nöjd med nyhetsflödet på DN.se, algoritmerna fungerar inte alls för mig, samma nyheter ligger kvar länge, gamla kommer tillbaka osv. Vidare framstår 349 kr som dyrt för en digital prenumeration.","2","4","2","3","3","4","3"
"2021/03/22 2:56:41 pm CET","Över 65 år","Ja (enbart digitalt)","4","","1","4","1","1","1","1","1"
"2021/03/22 2:56:57 pm CET","40-65 år","Ja (enbart digitalt)","3","För att få full valuta för pengarna måste jag lägga mycket tid på att läsa allt.","4","5","4","4","5","5","4"
"2021/03/22 2:57:28 pm CET","40-65 år","Ja (enbart digitalt)","2","Lite dyrt, inte intresserad av varken extrakonto eller nyhetsarkiv","3","5","4","4","3","3","2"
"2021/03/22 2:58:27 pm CET","40-65 år","Ja (papperstidning)","1","för dyrt","1","4","1","1","1","3","1"
"2021/03/22 2:59:23 pm CET","40-65 år","Ja (papperstidning)","1","Papperstidningen är jättedyr (men ändå prisvärd) men jag vill inte betala ännu mer trots att jag störs väldigt mycket av reklamen. tycker reklamfri digital tillgång borde ingå i pappersprenumerationen om det inte gör det.","1","1","1","1","1","1","1"
"2021/03/22 3:00:29 pm CET","40-65 år","Ja (papperstidning)","3","Är inte intresserad av allt","4","2","4","2","2","1","1"
"2021/03/22 3:02:14 pm CET","Över 65 år","Ja (enbart digitalt)","3","","3","4","2","2","4","4","3"
"2021/03/22 3:02:35 pm CET","40-65 år","Ja (enbart digitalt)","1","på tok för dyrt. NYT kostar 80","2","4","1","2","5","4","2"
"2021/03/22 3:02:42 pm CET","40-65 år","Ja (enbart digitalt)","3","inget behov av extra konto, använder inte appen, lite för dyrt","3","5","3","3","5","4","3"
"2021/03/22 3:02:58 pm CET","40-65 år","Ja (papperstidning)","1","Gillar papperstidningen ","1","1","1","1","1","1","1"
"2021/03/22 3:05:23 pm CET","Över 65 år","Ja (enbart digitalt)","2","För dyrt","2","5","2","1","1","1","2"
"2021/03/22 3:07:27 pm CET","Över 65 år","Nej och har aldrig varit","1","för att ni är horungar som tror att jag ska betala för nyheter för att ni är horungar som tror att jag ska betala för nyheter för att ni är horungar som tror att jag ska betala för nyheter för att ni är horungar som tror att jag ska betala för nyheter för att ni är horungar som tror att jag ska betala för nyheter för att ni är horungar som tror att jag ska betala för nyheter för att ni är horungar som tror att jag ska betala för nyheter för att ni är horungar som tror att jag ska betala för nyheter för att ni är horungar som tror att jag ska betala för nyheter för att ni är horungar som tror att jag ska betala för nyheter för att ni är horungar som tror att jag ska betala för nyheter ","1","1","1","1","1","1","1"
"2021/03/22 3:07:58 pm CET","Över 65 år","Nej, men har varit förut","1","Way too expensive","1","4","1","1","4","3","1"
"2021/03/22 3:09:09 pm CET","Över 65 år","Nej, men har varit förut","1","För mycket pengar för en fattig pensionär","1","2","1","1","1","1","1"
"2021/03/22 3:09:22 pm CET","40-65 år","Ja (enbart digitalt)","2","I den digitala eran vill jag ha många alternativa nyhetskällor. Det blir för dyrt om alla kostar 349/mån. Man läser helt enkelt inte på samma sätt som när nyheter kom i pappersformat och man endast hade en eller kanske två fysiska tidningar.","2","3","2","2","2","2","2"
"2021/03/22 3:10:54 pm CET","40-65 år","Ja (enbart digitalt)","2","Tycker att det är för dyrt.","2","4","2","2","4","2","2"
"2021/03/22 3:10:54 pm CET","40-65 år","Ja (papperstidning)","2","är bara i stort sett bara intresserad av korsord, då dessa är de enda som inte speglar en agenda journalistik","1","2","1","1","1","1","2"
"2021/03/22 3:12:17 pm CET","Över 65 år","Ja (enbart digitalt)","2","Priset är alldeles för högt.","3","5","3","4","4","2","3"
"2021/03/22 3:12:43 pm CET","30-39 år","Ja (enbart digitalt)","2","På dyrare sidan","2","5","2","2","5","4","2"
"2021/03/22 3:14:12 pm CET","40-65 år","Ja (enbart digitalt)","1","För dyrt","3","4","3","4","2","2","1"
"2021/03/22 3:14:30 pm CET","30-39 år","Ja (enbart digitalt)","1","Det är MYCKET mer pengar än vad jag betalar nu..","3","3","1","2","5","4","2"
"2021/03/22 3:14:54 pm CET","Över 65 år","Ja (enbart digitalt)","2","En fråga om kostnad.","2","4","2","2","4","4","2"
"2021/03/22 3:15:05 pm CET","40-65 år","Ja (enbart digitalt)","3","Dyrt, men kanske bra. Det är ""utan annonser"" som jag skulle betala för. Eftersom jag har annonsblockerare så menar jag inte annonser på webben, utan jag menar annonser i pdf-tidningen.","4","1","2","4","1","1","1"
"2021/03/22 3:15:15 pm CET","30-39 år","Ja (enbart digitalt)","1","För dyrt","2","5","1","3","5","4","2"
"2021/03/22 3:15:34 pm CET","40-65 år","Ja (enbart digitalt)","1","","1","2","1","1","3","3","1"
"2021/03/22 3:16:09 pm CET","30-39 år","Nej, men har varit förut","1","Det är för dyrt för mig som är sjukpensionär ","3","5","3","3","5","4","3"
"2021/03/22 3:16:25 pm CET","40-65 år","Ja (enbart digitalt)","4","Möjliggör läsande i padda vid frukostbordet. Ändå lite för dyrt ","4","5","5","2","2","2","1"
"2021/03/22 3:16:33 pm CET","40-65 år","Ja (papperstidning)","2","Sämre paketering på nätet än papperstidningen (och få var det ändå jag som byggde systemet som tog ut dn på nätet 1996)","2","2","2","1","3","2","3"
"2021/03/22 3:16:44 pm CET","Under 30 år","Ja (enbart digitalt)","2","för dyrt","2","4","2","2","2","2","2"
"2021/03/22 3:16:46 pm CET","40-65 år","Ja (papperstidning)","2","Som enbart digitalt abonnemang känns det dyrt.","3","4","3","4","3","2","4"
"2021/03/22 3:20:26 pm CET","40-65 år","Ja (enbart digitalt)","1","DYRT","2","3","2","2","3","3","2"
"2021/03/22 3:21:18 pm CET","Över 65 år","Nej, men har varit förut","3","Känner mig alltför upptagen gör att avsätta den tid läsningen kräver","4","3","3","3","4","4","2"
"2021/03/22 3:21:25 pm CET","40-65 år","Nej, men har varit förut","1","För dyrt. ","1","4","1","1","3","2","2"
"2021/03/22 3:24:09 pm CET","40-65 år","Ja (enbart digitalt)","1","Dyrt","3","5","3","1","3","5","2"
"2021/03/22 3:26:38 pm CET","40-65 år","Ja (enbart digitalt)","1","För dyrt","1","5","1","1","5","5","1"
"2021/03/22 3:27:05 pm CET","40-65 år","Ja (enbart digitalt)","3","","4","3","4","4","5","4","4"
"2021/03/22 3:27:38 pm CET","Över 65 år","Ja (enbart digitalt)","2","För högt pris, finns tillgång på nyheter i andra media.","1","3","2","2","3","5","1"
"2021/03/22 3:30:57 pm CET","Över 65 år","Ja (enbart digitalt)","1","Inte intresserad av extra konto","1","5","1","1","1","1","1"
"2021/03/22 3:31:01 pm CET","Över 65 år","Ja (enbart digitalt)","1","Svenska nyheter for utlandsboende","1","5","1","1","1","1","1"
"2021/03/22 3:31:40 pm CET","40-65 år","Ja (papperstidning)","1","Alldeles för dyrt. NYT och WP kostar en hundring i månaden","2","5","1","2","5","5","1"
"2021/03/22 3:32:21 pm CET","Över 65 år","Ja (enbart digitalt)","1","Behöver inte ett extra konto.","1","5","1","1","1","1","1"
"2021/03/22 3:34:13 pm CET","40-65 år","Ja (enbart digitalt)","1","ej behov av mängden","1","4","1","1","2","2","1"
"2021/03/22 3:34:54 pm CET","40-65 år","Ja (enbart digitalt)","1","För dyrt","1","3","1","1","4","4","1"
"2021/03/22 3:34:56 pm CET","40-65 år","Ja (enbart digitalt)","1","att slippa annonser är inte värt den höga prislappen. För få läsarkonton. Jag vill nog attfler än 2 skall kunna dra nytta av den höga kostnaden. En tryckt tidning kan läsas av hela familjen, och bekanta som hälsar på.","3","4","2","4","2","2","2"
"2021/03/22 3:35:30 pm CET","Över 65 år","Ja (enbart digitalt)","1","Pensionär med extremt låg pension. Har inte råd.","1","3","1","1","3","3","1"
"2021/03/22 3:36:05 pm CET","40-65 år","Ja (enbart digitalt)","1","","2","3","1","2","2","2","2"
"2021/03/22 3:36:45 pm CET","40-65 år","Nej och har aldrig varit","1","dyrt i relation till det värde ni skapar","1","2","1","1","3","1","1"
"2021/03/22 3:37:30 pm CET","40-65 år","Ja (papperstidning)","3","Känns lite dyrt","4","5","4","3","5","5","3"
"2021/03/22 3:38:23 pm CET","Över 65 år","Ja (papperstidning)","3","Verkar ha det mesta redan","1","1","1","1","1","1","1"
"2021/03/22 3:39:50 pm CET","40-65 år","Ja (enbart digitalt)","2","kan tycka att det är dyrt när man inte får en papperstidning","4","5","3","4","4","4","3"
"2021/03/22 3:40:42 pm CET","40-65 år","Ja (enbart digitalt)","1","Just nu kostar det 99/mån. Det saknas orsak att höja till 349/mån, speciellt för enbart digital version.","1","3","1","1","4","3","1"
"2021/03/22 3:41:58 pm CET","40-65 år","Ja (enbart digitalt)","1","Priset","2","4","2","1","3","3","2"
"2021/03/22 3:46:08 pm CET","Över 65 år","Ja (papperstidning)","3","vill gärna ha papperstidningen på helgerna. ","3","3","3","3","3","3","3"
"2021/03/22 3:46:09 pm CET","Över 65 år","Ja (enbart digitalt)","5","Enkelt att hantera","4","2","3","5","2","2","2"
"2021/03/22 3:46:36 pm CET","40-65 år","Ja (papperstidning)","3","vill stötta journalistik, men inte helt överens med innehållet i dn","4","2","3","4","4","2","3"
"2021/03/22 3:48:51 pm CET","40-65 år","Nej, men har varit förut","1","","1","3","1","1","2","2","5"
"2021/03/22 3:50:57 pm CET","Över 65 år","Ja (papperstidning)","4","Prenumererar på papperstidningen och har eDN. Vill helst fortsätta så men om jag inte har råd är detta alternativ bäst","2","2","2","2","1","1","2"
"2021/03/22 3:51:11 pm CET","Över 65 år","Ja (enbart digitalt)","3","För mycket ovidkommande","2","4","2","2","2","2","2"
"2021/03/22 3:52:56 pm CET","Över 65 år","Ja (enbart digitalt)","2","Dyrare än nuvarande prenumeration","3","1","3","4","1","1","1"
"2021/03/22 3:53:29 pm CET","Över 65 år","Ja (papperstidning)","4","Jag vill gärna ha tillgång till hela tidningen. Som pensionär har jag äntligen tid att läsa.","2","4","2","2","2","4","2"
"2021/03/22 3:53:40 pm CET","40-65 år","Ja (enbart digitalt)","1","Kostar för mycket för en privatperson","2","5","2","2","2","2","2"
"2021/03/22 3:53:48 pm CET","Över 65 år","Ja (enbart digitalt)","3","Jag är tysk och läser DN bara tidvis (ibland)","3","5","3","5","5","5","3"
"2021/03/22 3:53:50 pm CET","Över 65 år","Ja (papperstidning)","1","nej","1","4","1","1","1","1","2"
"2021/03/22 3:57:42 pm CET","Över 65 år","Ja (papperstidning)","1","har pappersprenumeration","1","1","1","1","1","1","1"
"2021/03/22 3:57:51 pm CET","40-65 år","Ja (enbart digitalt)","3","Det är lockande att slippa annonserna men väljer en prenumeration med lite lägre pris","4","2","2","3","5","3","2"
"2021/03/22 3:59:15 pm CET","40-65 år","Nej och har aldrig varit","1","","1","2","1","1","2","2","1"
"2021/03/22 4:00:32 pm CET","30-39 år","Ja (enbart digitalt)","1","För dyrt med råge","1","3","1","1","3","3","1"
"2021/03/22 4:02:12 pm CET","40-65 år","Ja (enbart digitalt)","3","HAr inget stort probnlem med annonser, inte värt så mycket bli av med dem, ser dem knappt ändå. 1 xtrakonto lyfte värdet, det är en bra grej. Och arkivet lyfte det också.","1","5","1","3","1","2","3"
"2021/03/22 4:02:18 pm CET","Över 65 år","Ja (enbart digitalt)","1","Alldeles för dyrt ","1","5","1","1","4","4","1"
"2021/03/22 4:02:31 pm CET","40-65 år","Ja (enbart digitalt)","2","För mycket pengar","2","4","2","2","4","4","2"
"2021/03/22 4:05:31 pm CET","40-65 år","Ja (enbart digitalt)","1","För dyrt, tenderar att jämnföra priserna med andra digitala prenumerationer som Netflix, spotify mm. Extra konto har inget värde för mig.","2","4","1","2","4","3","1"
"2021/03/22 4:06:12 pm CET","40-65 år","Ja (enbart digitalt)","1","Alldeles för dyrt för en digital tjänst (som dessutom innehåller ganska mycket reklam)","1","3","1","1","2","1","1"
"2021/03/22 4:07:03 pm CET","Över 65 år","Ja (enbart digitalt)","1","","1","3","1","1","2","1","1"
"2021/03/22 4:07:25 pm CET","40-65 år","Ja (enbart digitalt)","2","Utan annonser är ju strålande; så länge det inte smygs in någon slags produktplacering eller motsvarande - för då skjuter man sig helt i foten. Däremot så har jag inget behov av ett extra konto och då känns prislappen relativt hög.","2","5","2","1","2","3","1"
"2021/03/22 4:10:24 pm CET","Över 65 år","Ja (enbart digitalt)","2","Gör ingenting att annonser finns med.","2","4","2","2","2","5","2"
"2021/03/22 4:10:37 pm CET","40-65 år","Ja (papperstidning)","2","349 kr är väldigt mycket när man kan betala några hundra kronor mer och även få papperstidningen.","2","1","2","2","4","4","2"
"2021/03/22 4:10:50 pm CET","40-65 år","Ja (papperstidning)","1","Jag hade gärna tagit det men min fru läser på papper så det blir nej","1","1","1","1","5","5","1"
"2021/03/22 4:13:11 pm CET","Över 65 år","Ja (enbart digitalt)","5","Enkelt att ha med sig var man än befinner sig","1","5","5","1","1","1","1"
"2021/03/22 4:13:34 pm CET","Över 65 år","Ja (enbart digitalt)","1","för dyrt","1","2","1","1","3","2","1"
"2021/03/22 4:14:07 pm CET","Över 65 år","Ja (enbart digitalt)","3","vi har redan ett paket","3","3","3","3","4","4","3"
"2021/03/22 4:14:55 pm CET","40-65 år","Ja (enbart digitalt)","1","Jag är student och har inte råd med detta paket.","1","3","1","1","3","3","1"
"2021/03/22 4:17:12 pm CET","Över 65 år","Nej, men har varit förut","2","dyrt men bra slippa annonser","3","3","2","2","4","3","2"
"2021/03/22 4:17:13 pm CET","40-65 år","Ja (enbart digitalt)","1","För dyrt. Naturligtvis. Hela världen är full av gratisnyheter, då kan ni inte konkurrera med en sådan prissättning. Jag betalar mindre för min prenumeration på The Times.","2","2","1","3","5","4","3"
"2021/03/22 4:19:11 pm CET","Under 30 år","Ja (enbart digitalt)","1","För dyrt, är endast intresserad av digitalt","4","5","4","3","4","4","4"
"2021/03/22 4:19:31 pm CET","40-65 år","Ja (enbart digitalt)","2","Känns dyrt över ett år","2","4","2","2","5","4","2"
"2021/03/22 4:20:56 pm CET","Över 65 år","Ja (enbart digitalt)","4","Skönt slippa reklamen.","2","2","2","3","5","4","4"
"2021/03/22 4:23:31 pm CET","40-65 år","Ja (papperstidning)","2","För mig är papperstidningen väldigt viktig om än att jag kompletterar med att läsa artiklar digitalt också. ","2","2","2","2","2","1","2"
"2021/03/22 4:25:02 pm CET","Över 65 år","Ja (enbart digitalt)","2","Priset är högt.","3","4","2","4","4","5","3"
"2021/03/22 4:25:18 pm CET","Över 65 år","Ja (papperstidning)","2","För gammal.","2","1","2","2","1","1","2"
"2021/03/22 4:25:19 pm CET","40-65 år","Nej, men har varit förut","1","För dyrt","1","4","1","1","3","3","1"
"2021/03/22 4:25:25 pm CET","Över 65 år","Ja (enbart digitalt)","3","Vill gärna ha dn.se utan reklam, men priset är ca 3x mitt nuvarande pris!","4","5","1","1","3","3","1"
"2021/03/22 4:25:49 pm CET","40-65 år","Ja (enbart digitalt)","1","","1","3","1","1","3","3","1"
"2021/03/22 4:28:03 pm CET","40-65 år","Ja (papperstidning)","1","Föredrar papperstidning","1","1","1","1","1","1","1"
"2021/03/22 4:28:26 pm CET","40-65 år","Ja (papperstidning)","4","Skönt att slippa annonser","5","5","2","5","5","1","4"
"2021/03/22 4:29:14 pm CET","40-65 år","Ja (enbart digitalt)","1","För dyrt. Inget behov av xtra konto.","1","4","1","1","1","1","1"
"2021/03/22 4:29:24 pm CET","40-65 år","Ja (enbart digitalt)","1","Kostnaden är för hög","2","5","3","1","2","2","1"
"2021/03/22 4:29:25 pm CET","40-65 år","Ja (papperstidning)","2","Lite väl dyrt utan pappetsutgåvan","3","4","2","3","5","4","3"
"2021/03/22 4:30:05 pm CET","Över 65 år","Nej och har aldrig varit","1","Har redan prenummeration på två andra tidningar så kostnaden spelar stor roll. Behöver inget extra konto. Annoser gör inte så mycket. Vet inte vad digitalt nyhetsarkiv är och om jag kommer att använda det.","1","4","1","1","4","4","1"
"2021/03/22 4:30:43 pm CET","Över 65 år","Ja (enbart digitalt)","1","för dyrt","2","5","2","2","4","4","2"
"2021/03/22 4:31:32 pm CET","30-39 år","Ja (enbart digitalt)","1","Avservärt dyrare än de 99kr/mån jag betalar nu (som student). Har ingen att nyttja ett extra konto med. Läser hellre på mobil än papper. Läsa utan annonser hade dock varit mkt uppskattat!","3","5","1","3","5","1","3"
"2021/03/22 4:31:59 pm CET","40-65 år","Nej och har aldrig varit","1","Jag hittar nyheter på annat håll.","1","1","1","1","1","1","1"
"2021/03/22 4:34:02 pm CET","Över 65 år","Ja (enbart digitalt)","3","Behöver inte DN utan annonser","3","2","5","1","2","3","3"
"2021/03/22 4:36:02 pm CET","30-39 år","Ja (enbart digitalt)","1","Priset","1","4","1","1","4","4","1"
"2021/03/22 4:36:04 pm CET","Över 65 år","Ja (papperstidning)","3","Jag är gammal pappersmänniska och har arbetat på papperstidningar, men läser även på nätet.","2","2","3","3","1","1","2"
"2021/03/22 4:36:34 pm CET","Över 65 år","Ja (enbart digitalt)","1","DN är fylld av lögner, men komentarsfälten är toppen!!","2","4","1","1","3","3","2"
"2021/03/22 4:37:36 pm CET","30-39 år","Ja (enbart digitalt)","1","För dyrt","2","5","2","3","5","4","3"
"2021/03/22 4:40:19 pm CET","Över 65 år","Ja (enbart digitalt)","1","","1","5","1","1","5","5","1"
"2021/03/22 4:41:06 pm CET","Över 65 år","Nej, men har varit förut","1","Så länge DN inte är politiskt neutralt så vill jag inte betala alls för tidningen.  ","1","1","1","1","1","1","1"
"2021/03/22 4:42:08 pm CET","Över 65 år","Ja (papperstidning)","2","För dyrt","2","2","4","2","5","5","1"
"2021/03/22 4:42:49 pm CET","40-65 år","Ja (enbart digitalt)","1","Jag är nöjd med det jag har","2","5","1","2","5","2","1"
"2021/03/22 4:43:22 pm CET","40-65 år","Ja (papperstidning)","4","Jag får allt utom de störande annonserna","4","4","3","4","4","3","4"
"2021/03/22 4:43:53 pm CET","Över 65 år","Nej, men har varit förut","1","Inte värt.","1","1","1","1","1","1","1"
"2021/03/22 4:44:10 pm CET","40-65 år","Ja (enbart digitalt)","2","Tar inte en ny utgift per månad som är högre än 200 kr/månad. I dessa tider måste man vara både informerad och ekonomisk.","2","5","2","2","5","2","2"
"2021/03/22 4:44:15 pm CET","40-65 år","Ja (enbart digitalt)","2","Tar inte en ny utgift per månad som är högre än 200 kr/månad. I dessa tider måste man vara både informerad och ekonomisk.","2","5","2","2","5","2","2"
"2021/03/22 4:44:32 pm CET","40-65 år","Ja (enbart digitalt)","1","Har inte det behovet","1","5","1","1","5","5","1"
"2021/03/22 4:46:33 pm CET","Över 65 år","Ja (enbart digitalt)","4","Rubbet!","1","5","2","1","1","1","2"
"2021/03/22 4:47:51 pm CET","Över 65 år","Ja (enbart digitalt)","1","Nuvarande paket passar bättre. Störs inte SÅ mycket av annonserna","1","5","1","1","1","1","1"
"2021/03/22 4:47:54 pm CET","40-65 år","Nej, men har varit förut","1","Dyrt","1","1","1","1","1","1","1"
"2021/03/22 4:49:46 pm CET","40-65 år","Ja (enbart digitalt)","2","","4","3","2","3","4","2","5"
"2021/03/22 4:50:20 pm CET","Under 30 år","Ja (enbart digitalt)","1","För dyrt, är student","2","4","2","2","3","3","2"
"2021/03/22 4:52:08 pm CET","40-65 år","Ja (enbart digitalt)","1","För dyrt. Lägg med DI i paketet så blir det intressant. ","2","2","1","2","3","3","2"
"2021/03/22 4:53:16 pm CET","Över 65 år","Ja (papperstidning)","1","Jag är tillfreds med papperstidningen ","1","1","1","1","1","1","1"
"2021/03/22 4:53:37 pm CET","Över 65 år","Ja (enbart digitalt)","2","För dyrt. E-korsord ingår inte?","2","5","1","2","1","1","4"
"2021/03/22 4:53:52 pm CET","40-65 år","Ja (enbart digitalt)","3","Inga annonser","3","5","1","3","5","2","3"
"2021/03/22 4:54:12 pm CET","40-65 år","Ja (enbart digitalt)","1","för dyrt","1","5","1","1","1","1","1"
"2021/03/22 4:54:12 pm CET","40-65 år","Ja (papperstidning)","4","Inga annonser","5","5","3","5","4","3","5"
"2021/03/22 4:55:49 pm CET","Över 65 år","Nej, men har varit förut","1","Jag tycker priset är för högt","1","3","1","2","3","2","1"
"2021/03/22 4:56:09 pm CET","Över 65 år","Ja (enbart digitalt)","2","","3","5","2","4","5","5","2"
"2021/03/22 4:57:37 pm CET","30-39 år","Ja (enbart digitalt)","2","Det är väl mycket billigare nu","2","4","2","2","5","5","3"
"2021/03/22 5:00:46 pm CET","Över 65 år","Ja (enbart digitalt)","1","för dyrt","1","3","1","1","3","3","1"
"2021/03/22 5:01:58 pm CET","30-39 år","Nej, men har varit förut","1","Därför att DN underskriver propaganda-avtal med en viss elit för att främja den sk. ""sverige bilden"". Barnsligt låg journalistik med brillianta artiklar emellanåt av Wolodarski (förutom när det handlar om Israel- snälla, låt nåågon anna OBEROENDE skriva om nazistaktionerna i Israel mot Palestinier). Annars, kort och gott, helt för mycket folkligt skit som insinuerar att tänka åt ett folkligt och rasistiskt håll och alldeles för lite fakta. Tack!","1","1","1","1","1","1","1"
"2021/03/22 5:03:11 pm CET","Över 65 år","Nej och har aldrig varit","1","","1","1","1","1","1","1","1"
"2021/03/22 5:05:40 pm CET","30-39 år","Ja (enbart digitalt)","1","No money for it","1","3","1","1","3","3","1"
"2021/03/22 5:05:40 pm CET","40-65 år","Ja (enbart digitalt)","2","dyrt","2","4","3","3","4","5","2"
"2021/03/22 5:06:45 pm CET","40-65 år","Ja (enbart digitalt)","2","Priset ligger väl högt, endast 1 extra konto, digitalt nyhetsarkiv inte intressant","1","5","1","1","1","1","3"
"2021/03/22 5:06:46 pm CET","Över 65 år","Ja (enbart digitalt)","4","","3","3","3","4","3","4","2"
"2021/03/22 5:07:05 pm CET","Över 65 år","Ja (papperstidning)","2","","2","2","2","2","3","3","2"
"2021/03/22 5:07:45 pm CET","Över 65 år","Ja (enbart digitalt)","1","Fattar inte vad erbjudandet innehåller.","1","1","1","1","1","1","1"
"2021/03/22 5:11:21 pm CET","40-65 år","Ja (enbart digitalt)","2","Prisökningen är för stor, jag är inte intresserad av arkivet eller appen och annonserna har jag blockat i min browser.","2","4","2","2","4","4","2"
"2021/03/22 5:13:14 pm CET","40-65 år","Nej, men har varit förut","1","för dyrt","1","3","1","1","3","3","1"
"2021/03/22 5:14:09 pm CET","Över 65 år","Ja (enbart digitalt)","2","Som pensionär vill jag gärna ha koll på flera media, men det kan bli dyrt.","2","5","2","2","5","5","2"
"2021/03/22 5:14:52 pm CET","Över 65 år","Ja (papperstidning)","2","","2","4","2","2","4","4","2"
