"Timestamp","Vilken.åldersgrupp.tillhör.du.","Är.du.prenumerant.hos.DN.","Hur.troligt.är.det.att.du.tecknar.paketet.","Hur.troligt.är.det.att.du.tecknar.paketet..1","Hur.troligt.är.det.att.du.tecknar.paketet..2","Hur.troligt.är.det.att.du.tecknar.paketet..3","Hur.troligt.är.det.att.du.tecknar.paketet..4","Hur.troligt.är.det.att.du.tecknar.paketet..5","Hur.troligt.är.det.att.du.tecknar.paketet..6","Hur.troligt.är.det.att.du.tecknar.paketet..7"
"2021/03/22 12:48:59 pm CET","Över 65 år","Ja (enbart digitalt)",4,1,1,4,5,2,1,1
"2021/03/22 12:49:11 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,3,5,1,1,1
"2021/03/22 12:49:40 pm CET","Över 65 år","Ja (papperstidning)",3,1,1,4,3,1,1,1
"2021/03/22 12:50:11 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,1,3,1,1,1
"2021/03/22 12:50:24 pm CET","40-65 år","Ja (enbart digitalt)",4,2,1,4,5,3,1,1
"2021/03/22 12:51:06 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,3,3,3,1,1
"2021/03/22 12:52:45 pm CET","Över 65 år","Ja (enbart digitalt)",3,1,1,2,3,1,1,1
"2021/03/22 12:53:10 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,3,5,1,1,2
"2021/03/22 12:53:31 pm CET","40-65 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,1
"2021/03/22 12:54:22 pm CET","30-39 år","Ja (enbart digitalt)",4,2,1,4,5,1,1,3
"2021/03/22 12:54:23 pm CET","Över 65 år","Ja (enbart digitalt)",2,1,2,2,2,2,1,2
"2021/03/22 12:55:41 pm CET","30-39 år","Ja (enbart digitalt)",5,1,1,5,5,3,2,3
"2021/03/22 12:55:46 pm CET","40-65 år","Ja (enbart digitalt)",5,2,3,5,5,3,3,3
"2021/03/22 12:57:05 pm CET","40-65 år","Ja (papperstidning)",3,1,1,3,3,2,1,2
"2021/03/22 12:57:26 pm CET","40-65 år","Ja (enbart digitalt)",5,3,2,3,5,4,2,3
"2021/03/22 12:57:52 pm CET","Över 65 år","Ja (enbart digitalt)",5,2,5,1,1,1,1,1
"2021/03/22 12:58:48 pm CET","40-65 år","Ja (papperstidning)",1,1,1,4,4,3,1,1
"2021/03/22 12:59:45 pm CET","30-39 år","Ja (enbart digitalt)",4,1,1,3,4,3,1,3
"2021/03/22 1:00:31 pm CET","40-65 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,1
"2021/03/22 1:01:42 pm CET","30-39 år","Ja (enbart digitalt)",5,2,2,5,3,3,2,2
"2021/03/22 1:01:45 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,1,4,5,3,1,1
"2021/03/22 1:02:34 pm CET","Över 65 år","Ja (papperstidning)",3,1,1,4,4,4,1,3
"2021/03/22 1:03:06 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,4,4,1,1,1
"2021/03/22 1:03:17 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 1:06:10 pm CET","40-65 år","Ja (papperstidning)",3,3,1,3,4,2,2,2
"2021/03/22 1:08:01 pm CET","Över 65 år","Ja (papperstidning)",2,1,1,1,1,1,1,1
"2021/03/22 1:08:17 pm CET","40-65 år","Ja (enbart digitalt)",4,2,1,3,3,2,1,2
"2021/03/22 1:08:33 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,4,4,1,1,2
"2021/03/22 1:10:56 pm CET","40-65 år","Ja (enbart digitalt)",3,2,2,3,3,3,3,3
"2021/03/22 1:12:08 pm CET","40-65 år","Ja (papperstidning)",3,3,2,1,2,2,1,3
"2021/03/22 1:12:45 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 1:13:49 pm CET","40-65 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,1
"2021/03/22 1:15:00 pm CET","Över 65 år","Ja (enbart digitalt)",4,1,1,2,4,2,1,2
"2021/03/22 1:15:01 pm CET","40-65 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,1
"2021/03/22 1:15:07 pm CET","Under 30 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 1:15:53 pm CET","40-65 år","Ja (enbart digitalt)",3,2,2,4,3,3,2,3
"2021/03/22 1:16:28 pm CET","Under 30 år","Nej och har aldrig varit",2,1,1,2,2,1,1,1
"2021/03/22 1:16:33 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,2,2,1,1,1
"2021/03/22 1:17:22 pm CET","Över 65 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,1
"2021/03/22 1:18:18 pm CET","40-65 år","Ja (papperstidning)",5,1,2,2,2,3,2,2
"2021/03/22 1:18:35 pm CET","40-65 år","Ja (papperstidning)",2,1,4,2,2,1,3,3
"2021/03/22 1:19:29 pm CET","Över 65 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 1:20:01 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,4,1,1,1,1
"2021/03/22 1:20:21 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,1,3,5,1,1,1
"2021/03/22 1:21:06 pm CET","30-39 år","Ja (papperstidning)",3,1,1,3,3,2,2,3
"2021/03/22 1:23:23 pm CET","Över 65 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,2
"2021/03/22 1:23:53 pm CET","40-65 år","Nej, men har varit förut",1,1,1,1,1,1,1,1
"2021/03/22 1:26:08 pm CET","40-65 år","Ja (enbart digitalt)",3,1,2,3,3,2,1,2
"2021/03/22 1:26:36 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,4,4,1,1,1
"2021/03/22 1:28:03 pm CET","40-65 år","Ja (enbart digitalt)",4,1,2,4,4,2,1,1
"2021/03/22 1:28:07 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 1:29:11 pm CET","40-65 år","Ja (enbart digitalt)",5,1,2,1,4,1,2,2
"2021/03/22 1:32:55 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,4,4,2,1,3
"2021/03/22 1:33:12 pm CET","40-65 år","Ja (enbart digitalt)",1,2,1,5,1,5,2,1
"2021/03/22 1:33:28 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,3,3,1,1,1
"2021/03/22 1:33:46 pm CET","40-65 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 1:33:52 pm CET","40-65 år","Nej, men har varit förut",1,1,1,1,1,1,1,1
"2021/03/22 1:34:34 pm CET","40-65 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 1:35:21 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 1:36:01 pm CET","40-65 år","Ja (papperstidning)",5,1,1,2,5,2,4,5
"2021/03/22 1:36:13 pm CET","30-39 år","Nej och har aldrig varit",2,1,1,1,5,1,1,2
"2021/03/22 1:36:40 pm CET","40-65 år","Ja (enbart digitalt)",3,1,2,4,3,2,2,4
"2021/03/22 1:36:52 pm CET","40-65 år","Ja (papperstidning)",4,4,2,2,4,3,4,3
"2021/03/22 1:37:08 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,4,3,1,1,1
"2021/03/22 1:37:21 pm CET","Under 30 år","Ja (enbart digitalt)",3,1,1,4,4,1,1,1
"2021/03/22 1:39:23 pm CET","40-65 år","Ja (enbart digitalt)",4,2,2,3,3,4,2,2
"2021/03/22 1:40:41 pm CET","40-65 år","Nej, men har varit förut",1,1,1,1,1,1,1,1
"2021/03/22 1:41:40 pm CET","40-65 år","Ja (enbart digitalt)",1,4,1,5,2,4,3,1
"2021/03/22 1:43:54 pm CET","Över 65 år","Ja (enbart digitalt)",4,3,4,2,2,2,3,4
"2021/03/22 1:44:12 pm CET","40-65 år","Ja (enbart digitalt)",3,4,1,4,2,4,4,3
"2021/03/22 1:44:15 pm CET","Över 65 år","Nej, men har varit förut",1,1,1,3,3,1,1,1
"2021/03/22 1:45:09 pm CET","30-39 år","Ja (enbart digitalt)",5,1,1,5,5,2,1,2
"2021/03/22 1:46:13 pm CET","Över 65 år","Ja (papperstidning)",3,3,3,5,3,3,3,3
"2021/03/22 1:46:19 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,3,4,1,1,1
"2021/03/22 1:46:26 pm CET","40-65 år","Ja (enbart digitalt)",4,2,2,4,4,3,2,3
"2021/03/22 1:46:47 pm CET","40-65 år","Ja (enbart digitalt)",4,4,2,4,4,3,2,5
"2021/03/22 1:49:04 pm CET","40-65 år","Ja (enbart digitalt)",4,3,2,4,4,1,2,2
"2021/03/22 1:49:15 pm CET","40-65 år","Ja (enbart digitalt)",4,3,2,4,4,1,2,2
"2021/03/22 1:50:55 pm CET","Över 65 år","Ja (papperstidning)",3,1,1,3,3,1,1,1
"2021/03/22 1:51:30 pm CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 1:52:51 pm CET","30-39 år","Ja (enbart digitalt)",2,2,1,4,2,3,2,1
"2021/03/22 1:53:26 pm CET","40-65 år","Ja (enbart digitalt)",2,5,2,1,1,2,4,1
"2021/03/22 1:55:43 pm CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 2:00:07 pm CET","40-65 år","Ja (enbart digitalt)",4,4,2,5,4,4,3,4
"2021/03/22 2:00:22 pm CET","40-65 år","Ja (papperstidning)",2,2,1,4,1,3,2,2
"2021/03/22 2:03:30 pm CET","Över 65 år","Ja (enbart digitalt)",4,1,1,1,4,5,1,4
"2021/03/22 2:05:34 pm CET","40-65 år","Ja (enbart digitalt)",4,2,2,5,4,3,2,2
"2021/03/22 2:05:37 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,4,3,1,1,1
"2021/03/22 2:05:49 pm CET","40-65 år","Ja (enbart digitalt)",5,3,4,5,5,5,4,5
"2021/03/22 2:06:05 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 2:06:52 pm CET","40-65 år","Ja (enbart digitalt)",4,2,2,4,4,3,2,3
"2021/03/22 2:08:24 pm CET","40-65 år","Ja (enbart digitalt)",5,2,4,2,3,2,2,3
"2021/03/22 2:08:47 pm CET","Över 65 år","Ja (papperstidning)",2,2,2,1,2,1,2,2
"2021/03/22 2:09:17 pm CET","40-65 år","Ja (enbart digitalt)",4,3,2,4,4,4,3,3
"2021/03/22 2:09:33 pm CET","Över 65 år","Ja (enbart digitalt)",4,1,1,4,4,1,1,1
"2021/03/22 2:10:46 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,1,5,5,2,1,2
"2021/03/22 2:10:54 pm CET","40-65 år","Ja (enbart digitalt)",5,1,2,3,1,2,1,3
"2021/03/22 2:11:07 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 2:13:14 pm CET","30-39 år","Ja (enbart digitalt)",5,3,3,3,2,2,2,3
"2021/03/22 2:13:33 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 2:14:12 pm CET","30-39 år","Ja (enbart digitalt)",4,2,2,4,4,3,2,2
"2021/03/22 2:15:12 pm CET","Över 65 år","Ja (papperstidning)",5,2,2,4,2,4,2,2
"2021/03/22 2:17:13 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,3,4,2,1,3
"2021/03/22 2:17:50 pm CET","30-39 år","Ja (enbart digitalt)",3,1,3,3,5,3,1,2
"2021/03/22 2:19:20 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,2,3,1,1,1
"2021/03/22 2:19:54 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,1,5,1,1,1,1
"2021/03/22 2:22:04 pm CET","Över 65 år","Ja (enbart digitalt)",3,3,1,2,2,1,3,2
"2021/03/22 2:22:16 pm CET","40-65 år","Ja (papperstidning)",4,4,3,2,5,4,3,4
"2021/03/22 2:22:37 pm CET","40-65 år","Ja (papperstidning)",3,1,3,2,4,3,1,4
"2021/03/22 2:23:14 pm CET","40-65 år","Ja (enbart digitalt)",5,2,1,5,5,3,2,3
"2021/03/22 2:23:28 pm CET","Över 65 år","Ja (papperstidning)",5,3,3,5,5,4,3,4
"2021/03/22 2:25:22 pm CET","Över 65 år","Ja (enbart digitalt)",4,1,1,4,2,2,1,2
"2021/03/22 2:27:59 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,5,5,1,1,1
"2021/03/22 2:30:34 pm CET","Över 65 år","Ja (papperstidning)",3,1,1,3,3,2,2,2
"2021/03/22 2:31:03 pm CET","40-65 år","Ja (papperstidning)",2,2,2,2,2,2,2,2
"2021/03/22 2:33:13 pm CET","Under 30 år","Ja (enbart digitalt)",1,1,1,3,2,1,1,1
"2021/03/22 2:33:36 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,1,1,1,1,1,1
"2021/03/22 2:38:43 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,3,2,1,1,1
"2021/03/22 2:39:05 pm CET","40-65 år","Ja (papperstidning)",4,1,1,3,4,2,1,2
"2021/03/22 2:41:28 pm CET","30-39 år","Ja (enbart digitalt)",4,3,2,5,5,2,3,2
"2021/03/22 2:41:51 pm CET","Under 30 år","Ja (enbart digitalt)",4,1,1,1,3,1,1,1
"2021/03/22 2:42:21 pm CET","30-39 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 2:42:54 pm CET","30-39 år","Ja (enbart digitalt)",4,1,2,3,4,1,1,2
"2021/03/22 2:45:50 pm CET","Över 65 år","Ja (enbart digitalt)",4,1,1,3,4,3,1,3
"2021/03/22 2:46:09 pm CET","Över 65 år","Ja (enbart digitalt)",4,1,1,2,2,1,1,1
"2021/03/22 2:46:15 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,5,2,1,4
"2021/03/22 2:46:59 pm CET","40-65 år","Ja (enbart digitalt)",5,2,2,2,2,2,2,2
"2021/03/22 2:47:53 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 2:48:09 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,1,3,2,2,1,2
"2021/03/22 2:50:01 pm CET","40-65 år","Ja (papperstidning)",4,1,1,3,3,2,1,3
"2021/03/22 2:51:36 pm CET","Över 65 år","Ja (papperstidning)",5,2,2,3,4,2,2,2
"2021/03/22 2:51:39 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 2:52:29 pm CET","Över 65 år","Ja (enbart digitalt)",2,1,1,2,2,2,1,2
"2021/03/22 2:53:12 pm CET","Över 65 år","Ja (enbart digitalt)",4,1,1,4,4,2,1,1
"2021/03/22 2:54:40 pm CET","40-65 år","Nej, men har varit förut",1,1,1,1,1,1,1,1
"2021/03/22 2:55:17 pm CET","Över 65 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,1
"2021/03/22 2:55:32 pm CET","40-65 år","Ja (enbart digitalt)",4,2,1,1,2,1,1,3
"2021/03/22 2:55:57 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 2:57:40 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,3,2,1,1,1
"2021/03/22 3:00:06 pm CET","30-39 år","Ja (enbart digitalt)",4,3,1,3,5,2,1,4
"2021/03/22 3:00:30 pm CET","Över 65 år","Ja (enbart digitalt)",4,1,1,5,4,1,1,1
"2021/03/22 3:01:17 pm CET","Över 65 år","Ja (papperstidning)",4,1,2,4,4,3,2,2
"2021/03/22 3:04:13 pm CET","40-65 år","Ja (enbart digitalt)",4,2,2,4,4,2,2,2
"2021/03/22 3:06:20 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,5,4,1,1,3
"2021/03/22 3:08:52 pm CET","30-39 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,1
"2021/03/22 3:09:55 pm CET","Över 65 år","Ja (enbart digitalt)",2,2,1,4,2,3,2,2
"2021/03/22 3:11:42 pm CET","30-39 år","Ja (enbart digitalt)",4,1,1,3,4,2,1,1
"2021/03/22 3:15:07 pm CET","40-65 år","Ja (papperstidning)",3,2,1,3,2,3,2,3
"2021/03/22 3:15:55 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 3:16:47 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,4,4,1,1,3
"2021/03/22 3:19:28 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,1,1,5,1,1,1
"2021/03/22 3:21:07 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,3,4,1,1,1
"2021/03/22 3:21:19 pm CET","40-65 år","Ja (enbart digitalt)",4,2,2,3,5,2,2,3
"2021/03/22 3:21:40 pm CET","40-65 år","Ja (enbart digitalt)",3,1,2,4,5,2,1,2
"2021/03/22 3:25:30 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,1,3,5,1,1,1
"2021/03/22 3:26:04 pm CET","30-39 år","Ja (enbart digitalt)",2,1,1,5,2,1,1,1
"2021/03/22 3:26:07 pm CET","Över 65 år","Ja (papperstidning)",5,3,3,5,5,5,3,3
"2021/03/22 3:29:32 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 3:29:38 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,2,3,1,1,1
"2021/03/22 3:29:43 pm CET","Över 65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 3:30:01 pm CET","30-39 år","Nej, men har varit förut",2,1,2,5,4,3,1,1
"2021/03/22 3:31:00 pm CET","40-65 år","Ja (enbart digitalt)",5,2,3,2,3,3,2,3
"2021/03/22 3:31:04 pm CET","30-39 år","Ja (papperstidning)",2,1,1,2,2,2,1,2
"2021/03/22 3:31:53 pm CET","40-65 år","Nej, men har varit förut",1,1,1,1,1,1,1,1
"2021/03/22 3:33:27 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,1,1,5,1,1,1
"2021/03/22 3:34:41 pm CET","40-65 år","Ja (papperstidning)",5,2,3,3,4,4,3,3
"2021/03/22 3:35:14 pm CET","Över 65 år","Ja (papperstidning)",2,1,2,1,2,2,1,2
"2021/03/22 3:35:15 pm CET","40-65 år","Ja (enbart digitalt)",4,2,2,4,4,2,2,2
"2021/03/22 3:36:22 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,3,4,1,1,1
"2021/03/22 3:36:22 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,3,4,1,1,2
"2021/03/22 3:36:35 pm CET","30-39 år","Ja (enbart digitalt)",4,1,1,2,4,1,1,1
"2021/03/22 3:36:59 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 3:37:56 pm CET","40-65 år","Ja (enbart digitalt)",3,1,4,3,4,2,4,4
"2021/03/22 3:38:06 pm CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 3:38:23 pm CET","40-65 år","Nej, men har varit förut",3,1,1,3,3,2,1,1
"2021/03/22 3:41:04 pm CET","Över 65 år","Ja (enbart digitalt)",1,1,1,5,5,2,1,1
"2021/03/22 3:41:52 pm CET","30-39 år","Ja (enbart digitalt)",5,2,2,5,5,1,1,3
"2021/03/22 3:43:29 pm CET","30-39 år","Ja (enbart digitalt)",4,1,2,4,4,1,3,4
"2021/03/22 3:44:03 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,4,4,1,1,3
"2021/03/22 3:44:33 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,4,4,1,1,1
"2021/03/22 3:45:38 pm CET","Över 65 år","Ja (enbart digitalt)",3,1,1,5,4,2,1,1
"2021/03/22 3:45:52 pm CET","40-65 år","Ja (papperstidning)",2,2,2,2,2,2,2,2
"2021/03/22 3:46:38 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,2,3,1,1,1
"2021/03/22 3:48:11 pm CET","40-65 år","Nej, men har varit förut",4,1,2,4,4,2,2,3
"2021/03/22 3:49:04 pm CET","Över 65 år","Ja (enbart digitalt)",5,3,3,5,3,3,2,2
"2021/03/22 3:49:17 pm CET","40-65 år","Ja (enbart digitalt)",4,2,1,1,3,1,1,3
"2021/03/22 3:50:23 pm CET","40-65 år","Ja (papperstidning)",4,1,1,4,5,2,1,2
"2021/03/22 3:50:58 pm CET","Över 65 år","Ja (enbart digitalt)",3,2,2,4,3,3,2,3
"2021/03/22 3:51:19 pm CET","Över 65 år","Ja (enbart digitalt)",4,1,1,4,4,2,1,2
"2021/03/22 3:51:37 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,3,2,1,1,1
"2021/03/22 3:52:00 pm CET","30-39 år","Ja (enbart digitalt)",2,1,1,3,1,1,1,1
"2021/03/22 3:53:28 pm CET","40-65 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 3:53:33 pm CET","30-39 år","Ja (enbart digitalt)",3,1,1,2,3,1,1,1
"2021/03/22 3:53:36 pm CET","Över 65 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,1
"2021/03/22 3:55:16 pm CET","40-65 år","Ja (papperstidning)",5,1,2,4,3,1,1,3
"2021/03/22 3:57:02 pm CET","40-65 år","Ja (papperstidning)",2,1,1,3,3,1,1,1
"2021/03/22 3:58:51 pm CET","40-65 år","Nej, men har varit förut",3,1,1,3,4,1,1,1
"2021/03/22 3:58:55 pm CET","40-65 år","Ja (papperstidning)",4,1,1,4,4,2,1,1
"2021/03/22 3:58:56 pm CET","40-65 år","Nej, men har varit förut",3,1,1,3,4,1,1,1
"2021/03/22 3:59:25 pm CET","40-65 år","Ja (papperstidning)",2,2,2,2,2,2,2,2
"2021/03/22 3:59:36 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,1,3,3,1,1,3
"2021/03/22 4:01:05 pm CET","Över 65 år","Ja (papperstidning)",5,1,2,1,1,3,5,1
"2021/03/22 4:01:17 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,3,4,1,2,4
"2021/03/22 4:02:01 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,4,4,2,1,1
"2021/03/22 4:03:36 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,4,5,2,1,1
"2021/03/22 4:03:42 pm CET","30-39 år","Ja (enbart digitalt)",4,1,3,1,2,1,1,2
"2021/03/22 4:04:16 pm CET","40-65 år","Nej, men har varit förut",2,1,2,4,2,2,2,2
"2021/03/22 4:04:20 pm CET","40-65 år","Ja (papperstidning)",4,1,1,4,2,1,1,3
"2021/03/22 4:05:59 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 4:09:21 pm CET","30-39 år","Ja (enbart digitalt)",5,2,1,5,5,2,1,3
"2021/03/22 4:09:27 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,4,4,1,1,1
"2021/03/22 4:10:56 pm CET","40-65 år","Ja (papperstidning)",3,4,1,5,2,3,4,2
"2021/03/22 4:12:18 pm CET","Över 65 år","Ja (enbart digitalt)",5,4,1,2,4,3,4,5
"2021/03/22 4:12:29 pm CET","40-65 år","Nej, men har varit förut",1,1,1,1,1,1,1,1
"2021/03/22 4:15:44 pm CET","40-65 år","Ja (enbart digitalt)",4,2,2,4,4,3,2,4
"2021/03/22 4:16:24 pm CET","40-65 år","Ja (enbart digitalt)",4,1,2,4,4,1,1,2
"2021/03/22 4:16:43 pm CET","Över 65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 4:16:56 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,2,1,1
"2021/03/22 4:18:57 pm CET","40-65 år","Ja (enbart digitalt)",3,2,2,5,5,2,2,2
"2021/03/22 4:19:09 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,5,2,1,2
"2021/03/22 4:20:23 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 4:20:31 pm CET","40-65 år","Ja (papperstidning)",2,2,2,2,2,2,2,2
"2021/03/22 4:21:34 pm CET","40-65 år","Ja (papperstidning)",4,1,1,1,1,2,1,3
"2021/03/22 4:22:08 pm CET","Över 65 år","Ja (enbart digitalt)",3,2,1,3,4,3,4,3
"2021/03/22 4:24:06 pm CET","Över 65 år","Ja (enbart digitalt)",4,1,1,4,5,1,1,2
"2021/03/22 4:24:17 pm CET","40-65 år","Ja (papperstidning)",4,3,1,5,5,3,1,5
"2021/03/22 4:25:35 pm CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 4:27:19 pm CET","Över 65 år","Ja (papperstidning)",4,2,3,3,4,3,2,3
"2021/03/22 4:27:34 pm CET","40-65 år","Nej och har aldrig varit",3,1,1,4,2,2,1,1
"2021/03/22 4:28:09 pm CET","40-65 år","Ja (papperstidning)",2,1,1,2,3,1,1,1
"2021/03/22 4:30:00 pm CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 4:30:56 pm CET","40-65 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 4:32:16 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 4:32:37 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,2,2,3,3,2,3
"2021/03/22 4:33:38 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,4,3,2,1,1
"2021/03/22 4:34:52 pm CET","Över 65 år","Ja (papperstidning)",5,2,2,4,4,2,3,1
"2021/03/22 4:37:45 pm CET","40-65 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 4:40:02 pm CET","40-65 år","Nej och har aldrig varit",2,1,1,3,1,1,1,1
"2021/03/22 4:42:15 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 4:43:10 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,1,3,5,3,1,1
"2021/03/22 4:45:53 pm CET","Över 65 år","Ja (enbart digitalt)",5,5,5,5,5,5,5,5
"2021/03/22 4:47:41 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,3,3,2,2,2
"2021/03/22 4:47:50 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,5,5,3,2,3
"2021/03/22 4:48:10 pm CET","Över 65 år","Ja (papperstidning)",4,3,3,3,3,3,3,3
"2021/03/22 4:48:38 pm CET","Över 65 år","Ja (enbart digitalt)",3,1,1,4,3,1,1,1
"2021/03/22 4:49:14 pm CET","Över 65 år","Ja (enbart digitalt)",3,1,1,4,4,1,1,1
"2021/03/22 4:50:49 pm CET","40-65 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 4:51:14 pm CET","30-39 år","Ja (enbart digitalt)",5,2,4,3,4,2,2,4
"2021/03/22 4:51:51 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,3,4,1,1,2
"2021/03/22 4:52:12 pm CET","40-65 år","Nej, men har varit förut",2,1,1,1,2,1,1,1
"2021/03/22 4:52:32 pm CET","30-39 år","Ja (enbart digitalt)",3,1,1,3,4,1,1,1
"2021/03/22 4:52:52 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,2,2,3,1,2
"2021/03/22 4:53:10 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,4,3,1,1,1
"2021/03/22 4:53:14 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,3,3,1,2,3
"2021/03/22 4:54:59 pm CET","40-65 år","Ja (enbart digitalt)",3,2,1,3,3,2,2,2
